w	x	y	z
0.6609603074037099	-0.6443685330685653	-0.3240688895029185	-0.20712320122140698
0.7781275251797741	-0.5677043673247795	-0.18710933600533347	-0.19292330667292312
0.5805891062496912	-0.7634588281881469	-0.2447366206666818	-0.14195384415513007
0.7555419288964049	-0.6352253771480386	-0.0667778638436257	-0.1455535324446438
0.6322620190676869	-0.7488402285009491	-0.058507324211148765	-0.189894561366959
0.7725608749091448	-0.6134380390049062	-0.10156947684859763	-0.12855780114070772
0.7186786356074182	-0.6371654874958145	-0.26831519866250275	-0.07435129072438867
0.6593878282707099	-0.657050217899593	-0.3272492407700912	-0.16248272985746245
0.7205864202514581	-0.5915846995107399	-0.21449686820486655	-0.29115948856989105
0.7677993787348063	-0.6226402594719956	-0.1072812822535368	-0.10627298705281746
0.7561776534918414	-0.5814436381531101	-0.25915045130554415	-0.15152457094141664
0.5796839191848058	-0.7359049613857588	-0.2248323335096096	-0.26806876628020626
0.6607697331681545	-0.6408231564721152	-0.3180813786290162	-0.2270534704149339
0.6519758126339618	-0.7343026514826858	-0.045667394073504584	-0.1834165883564445
0.6688833999381913	-0.7337862139599151	-0.08923176500956083	-0.07867961364151287
0.7417297395408837	-0.5842104817905067	-0.27887816833907014	-0.175391201804885
0.7699844621094089	-0.5707699970842492	-0.16989138388037173	-0.2290904978861903
0.5716473066463464	-0.7580755241381802	-0.2490050654207544	-0.19114741405890576
0.7408767190507868	-0.6315052262753217	-0.2205899424998884	-0.06035655410468893
0.7197142895585372	-0.6051694974313109	-0.15561423157654766	-0.3025978052049041
0.7753316515355867	-0.5947166477834188	-0.10468624848593683	-0.18496953358402918
0.6175908663835044	-0.7339988892402335	-0.09109533152992229	-0.26744867344451206
0.6842500200109266	-0.6536597802151343	-0.10319840662973577	-0.30639988693410514
0.7417929766191209	-0.6480693985071452	-0.05091521039858399	-0.1647934340536638
0.6236768959113892	-0.7652117183081447	-0.0830018293669961	-0.1363409402636
0.6535787661514427	-0.7395575377907974	-0.05082692356658644	-0.1526632522040821
0.7383986439464525	-0.6484572437368544	-0.04818717943334287	-0.17874182890834606
0.7430501462107136	-0.6485502826366265	-0.05278414995927074	-0.15643798969964431
0.6544357648447924	-0.7244531224305375	-0.04483338808079987	-0.2118288705673818
0.5717112553279061	-0.7505601727832343	-0.22149699357269736	-0.2464644992716954
0.6531068774926524	-0.6518496357857773	-0.208317288609682	-0.3242643461191154
0.7248413227540269	-0.6785826829218887	-0.09839510227665087	-0.06670084793082615
0.7416708611653823	-0.659395151783458	-0.08805278962481228	-0.08584330924398788
0.6661229897254666	-0.7269161155580824	-0.042365083951156415	-0.16148784215217524
0.5769466726140208	-0.7558025931998358	-0.17006935789724206	-0.2587883122871531
0.7067946528821338	-0.6880983835910545	-0.03694283584171805	-0.15999112486814282
0.7269611609570618	-0.6617282601410803	-0.041398275942275055	-0.17868789253787412
0.6272262442909412	-0.7156435315764194	-0.2903247488807618	-0.10076266358544528
0.5831821991944208	-0.7322284685431675	-0.27789737227729666	-0.21566882685974847
0.6512147898990649	-0.748068187449473	-0.0929254025361242	-0.08762507578470852
0.6539861705125066	-0.745739954554778	-0.08017450405954031	-0.09872212445967188
0.7218800118890936	-0.660803502161997	-0.20132750074377967	-0.04117301798150169
0.7016444285836123	-0.6252363199012382	-0.31250792828080226	-0.1382513467405424
0.74980044419482	-0.5748177175829765	-0.19837652460623134	-0.2608268389623685
0.7710377922175714	-0.6171024514750685	-0.10850399205621672	-0.1136317344036357
0.5872951937357793	-0.7830312514552419	-0.15648092877844672	-0.1321367987652406
0.7839943581146155	-0.5754888315242263	-0.16163738266788502	-0.16744792551598864
0.7603714454129147	-0.6335657897731227	-0.11308247365667182	-0.08741858601877621
0.6457261796965503	-0.7372245510652499	-0.04872471557865526	-0.1927785368056262
0.6253242637624609	-0.6783044884112714	-0.3156706022826522	-0.2218663043491893
0.5833414957189821	-0.7273306078515387	-0.252959320171326	-0.2582914411921393
0.772833552207602	-0.6069905261646856	-0.16007298568531753	-0.09309909227423174
0.6684069475766843	-0.7174933270843872	-0.1922912362357808	-0.03820416845726515
0.5757850676963894	-0.7677976120885671	-0.1522569683230385	-0.23616985050178552
0.6428803019511733	-0.7536616031769293	-0.1112101368329381	-0.07957016228177508
0.570014970422445	-0.7538872552598324	-0.22491452549126745	-0.23696074796078226
0.7271701667324759	-0.6438538096652316	-0.23181511191910548	-0.054199393721363814
0.6591487923873648	-0.6969950254847238	-0.27419857155496313	-0.06734944172779579
0.6271911107833652	-0.6865032700604845	-0.1780175615775712	-0.32195390744727054
0.7145038222731872	-0.6696710188402332	-0.037981498639987586	-0.1989533117179763
0.7537421233486346	-0.6022543209715908	-0.24401138708380685	-0.09808663178219666
0.7318440440170888	-0.6348332018184136	-0.23976818523854102	-0.06246853970689013
0.5751393794854566	-0.774843123096224	-0.21682016058664422	-0.1477221944013677
0.6317487136991764	-0.7472299845650806	-0.05856064083795593	-0.19776643863647164
0.6397536073723186	-0.7523024862627976	-0.14390857016328498	-0.06361300535642991
0.7113262178529666	-0.6887625068772536	-0.044837689157878904	-0.13270569899645054
0.6268737009715006	-0.7583232878614586	-0.06755666967309401	-0.16556343346270994
0.6269811497124596	-0.6870310822017445	-0.32181352431467775	-0.17697170836636114
0.7291642285005661	-0.5918363070279096	-0.2925862749300985	-0.18011825360376194
0.631946755689314	-0.7049618977048644	-0.11114437021647229	-0.3021902541897908
0.5774838732869758	-0.7465406940516207	-0.1937244463592187	-0.2676942418155656
0.6818377818212537	-0.7211326111515115	-0.10743330472388876	-0.05935555113870511
0.578536025481534	-0.7770680641823555	-0.20673656525938824	-0.13682574111864704
0.6725308453031702	-0.6524711934432156	-0.1361314089410063	-0.32163930627696224
0.5902882140865011	-0.7227073639054663	-0.28976597947072924	-0.2128134573018112
0.6654731232701259	-0.7171921180080189	-0.20301928709344802	-0.039549426548862454
0.5803580949652739	-0.7326653562520464	-0.2597578964720697	-0.24271751600728206
0.5690141339981455	-0.7565475048064167	-0.23206176528447528	-0.22362049408446066
0.5790271855202093	-0.7394126277299378	-0.2703583302500571	-0.2119029439305991
0.6133793905853997	-0.7072432152500782	-0.16229035244678483	-0.31182462890303186
0.6609014287723378	-0.7286056425744462	-0.042218391245215356	-0.17481626496418046
0.609785491209417	-0.7649658383441886	-0.08142283807008967	-0.190680996214815
0.758496962809777	-0.635896136205033	-0.08269971871795075	-0.11610003398718456
0.7387681255440798	-0.5858497800385747	-0.17684143443703224	-0.28236288526485387
0.7648339919208827	-0.6273256322385756	-0.0991504956818827	-0.10798469866085246
0.5782980015036188	-0.7747535452391695	-0.21522637728702532	-0.13786214896105978
0.6461350405154417	-0.7166408736005032	-0.06156009144580728	-0.25523660169419216
0.7345756380935274	-0.6564025876550063	-0.16560017663823046	-0.04594405659805684
0.5885196205109701	-0.7559965740345304	-0.12913377912727503	-0.2558091151815838
0.6871218717243047	-0.6155647750164235	-0.30640419118092704	-0.2346487007929721
0.5815572210824141	-0.7689344785606704	-0.23018998147021028	-0.132452024213577
0.6036613944114647	-0.7775875091412476	-0.13475884318338377	-0.11309571481091674
0.5981946314172423	-0.712752389429361	-0.2104885983751641	-0.2997361577460833
0.753811809122196	-0.6377424157157314	-0.14425309337677827	-0.06514148199277843
0.7432340960277819	-0.5808086319431826	-0.18684578747761812	-0.27450512429447116
0.6349413836539479	-0.7572217112204648	-0.07182070543069888	-0.13530153602748846
0.7254575290956519	-0.5849202526417663	-0.26899698792650867	-0.24335219747187253
0.5939245069739354	-0.7722891477637707	-0.10389381531616958	-0.20007305516017393
0.7041015842563405	-0.6626751448576772	-0.05208628516727377	-0.24977916312823464
0.6097662168045848	-0.7713619451805059	-0.15849047477758854	-0.08981469688166155
0.7302660061648789	-0.6613761591548235	-0.16551991387367385	-0.043546463149855746
0.5992425965009189	-0.7048856506505724	-0.2847460537590209	-0.25092671223769836
0.7471375052313453	-0.6038411485623445	-0.2580789132026745	-0.10274575485009774
0.6788020481107161	-0.7097647506426146	-0.035632788652402436	-0.18491101264872603
0.701416351649654	-0.6059288527856561	-0.21852176014026348	-0.305145157827465
0.6088209076185875	-0.7128231315697101	-0.3080481702021341	-0.1622547699784137
0.6171974235441547	-0.7672435345704417	-0.153820986962133	-0.08212066122668399
0.7628372416053932	-0.5970210448409087	-0.22691546963697432	-0.10076995820370156
0.611557210323376	-0.7740258164583406	-0.11114160459860248	-0.12053778529879021
0.7434743510360469	-0.6467930167571082	-0.1617084136838309	-0.05248877755889461
0.7330623977477986	-0.6504796645078048	-0.1933514767444663	-0.04594489646082606
0.6616406531172213	-0.721863681856121	-0.04072684352108946	-0.19871032981843229
0.67847488297758	-0.7084018656046822	-0.03561842184966994	-0.1912327325572268
0.7404411026377252	-0.6421779522581472	-0.19170131148092243	-0.05103977208664606
0.6951625022118095	-0.6637518770368555	-0.06232501449133448	-0.26888312296855277
0.6375307107492819	-0.6711472819106707	-0.32490086461084333	-0.1937920199867898
0.5804243320738964	-0.7430255828572566	-0.18950222028069613	-0.2740610998753595
0.7566543926018101	-0.6308755096411738	-0.06589532813418389	-0.15851822362574924
